*Vertices 100
1  "1958" ic Red fos 10
2  "2094" ic Red fos 10
3  "1870" ic Red fos 10
4  "1918" ic Red fos 10
5  "1932" ic Red fos 10
6  "2040" ic Red fos 10
7  "1639" ic Red fos 10
8  "2036" ic Red fos 10
9  "2026" ic Red fos 10
10  "2002" ic Red fos 10
11  "2086" ic Red fos 10
12  "1939" ic Red fos 10
13  "2096" ic Red fos 10
14  "2029" ic Red fos 10
15  "2066" ic Red fos 10
16  "2076" ic Red fos 10
17  "1872" ic Red fos 10
18  "2095" ic Red fos 10
19  "2038" ic Red fos 10
20  "1873" ic Red fos 10
21  "1887" ic Red fos 10
22  "2089" ic Red fos 10
23  "1785" ic Red fos 10
24  "2058" ic Red fos 10
25  "1992" ic Red fos 10
26  "2071" ic Red fos 10
27  "1935" ic Red fos 10
28  "2025" ic Red fos 10
29  "2075" ic Red fos 10
30  "1985" ic Red fos 10
31  "2046" ic Red fos 10
32  "2037" ic Red fos 10
33  "2082" ic Red fos 10
34  "2060" ic Red fos 10
35  "1998" ic Red fos 10
36  "1868" ic Red fos 10
37  "1850" ic Red fos 10
38  "2090" ic Red fos 10
39  "2028" ic Red fos 10
40  "1999" ic Red fos 10
41  "1984" ic Red fos 10
42  "2098" ic Red fos 10
43  "1772" ic Red fos 10
44  "2070" ic Red fos 10
45  "1782" ic Red fos 10
46  "2087" ic Red fos 10
47  "1911" ic Red fos 10
48  "2052" ic Red fos 10
49  "2024" ic Red fos 10
50  "1829" ic Red fos 10
51  "1877" ic Red fos 10
52  "2054" ic Red fos 10
53  "2021" ic Red fos 10
54  "2079" ic Red fos 10
55  "2020" ic Red fos 10
56  "2008" ic Red fos 10
57  "2072" ic Red fos 10
58  "2010" ic Red fos 10
59  "1733" ic Red fos 10
60  "2059" ic Red fos 10
61  "2004" ic Red fos 10
62  "2062" ic Red fos 10
63  "2083" ic Red fos 10
64  "2049" ic Red fos 10
65  "2068" ic Red fos 10
66  "1966" ic Red fos 10
67  "2092" ic Red fos 10
68  "2074" ic Red fos 10
69  "2078" ic Red fos 10
70  "2063" ic Red fos 10
71  "1806" ic Red fos 10
72  "1951" ic Red fos 10
73  "2057" ic Red fos 10
74  "2031" ic Red fos 10
75  "2048" ic Red fos 10
76  "2088" ic Red fos 10
77  "2099" ic Red fos 10
78  "1991" ic Red fos 10
79  "2073" ic Red fos 10
80  "2064" ic Red fos 10
81  "2011" ic Red fos 10
82  "2097" ic Red fos 10
83  "2033" ic Red fos 10
84  "1892" ic Red fos 10
85  "1967" ic Red fos 10
86  "2012" ic Red fos 10
87  "1917" ic Red fos 10
88  "1978" ic Red fos 10
