*Vertices 100
1  "1865" ic Red fos 10
2  "2062" ic Red fos 10
3  "1966" ic Red fos 10
4  "1837" ic Red fos 10
5  "2094" ic Red fos 10
6  "1880" ic Red fos 10
7  "2032" ic Red fos 10
8  "2026" ic Red fos 10
9  "1974" ic Red fos 10
10  "1993" ic Red fos 10
11  "1740" ic Red fos 10
12  "2090" ic Red fos 10
13  "2098" ic Red fos 10
14  "1919" ic Red fos 10
15  "1998" ic Red fos 10
16  "2063" ic Red fos 10
17  "2073" ic Red fos 10
18  "2078" ic Red fos 10
19  "2071" ic Red fos 10
20  "2066" ic Red fos 10
21  "1824" ic Red fos 10
22  "1822" ic Red fos 10
23  "2083" ic Red fos 10
24  "1972" ic Red fos 10
25  "2076" ic Red fos 10
26  "1924" ic Red fos 10
27  "2010" ic Red fos 10
28  "1793" ic Red fos 10
29  "1846" ic Red fos 10
30  "2067" ic Red fos 10
31  "1990" ic Red fos 10
32  "1938" ic Red fos 10
33  "2005" ic Red fos 10
34  "1897" ic Red fos 10
35  "1985" ic Red fos 10
36  "2075" ic Red fos 10
37  "2065" ic Red fos 10
38  "1992" ic Red fos 10
39  "2085" ic Red fos 10
40  "2045" ic Red fos 10
41  "2097" ic Red fos 10
42  "1850" ic Red fos 10
43  "2089" ic Red fos 10
44  "2049" ic Red fos 10
45  "1933" ic Red fos 10
46  "2064" ic Red fos 10
47  "1815" ic Red fos 10
48  "2068" ic Red fos 10
49  "2079" ic Red fos 10
50  "2036" ic Red fos 10
51  "1875" ic Red fos 10
52  "2084" ic Red fos 10
53  "2099" ic Red fos 10
54  "2023" ic Red fos 10
55  "2001" ic Red fos 10
56  "1813" ic Red fos 10
57  "1797" ic Red fos 10
58  "1838" ic Red fos 10
59  "2038" ic Red fos 10
60  "1918" ic Red fos 10
61  "2088" ic Red fos 10
62  "2081" ic Red fos 10
63  "1929" ic Red fos 10
64  "1959" ic Red fos 10
65  "1580" ic Red fos 10
66  "2051" ic Red fos 10
67  "2087" ic Red fos 10
68  "2009" ic Red fos 10
69  "2054" ic Red fos 10
70  "2008" ic Red fos 10
71  "2074" ic Red fos 10
72  "1916" ic Red fos 10
73  "1892" ic Red fos 10
74  "2086" ic Red fos 10
75  "2072" ic Red fos 10
76  "2003" ic Red fos 10
77  "2092" ic Red fos 10
78  "1936" ic Red fos 10
79  "1970" ic Red fos 10
80  "1949" ic Red fos 10
81  "1973" ic Red fos 10
82  "2014" ic Red fos 10
83  "2028" ic Red fos 10
84  "2057" ic Red fos 10
85  "2077" ic Red fos 10
86  "1945" ic Red fos 10
87  "2029" ic Red fos 10
88  "1948" ic Red fos 10
89  "2093" ic Red fos 10
90  "1934" ic Red fos 10
91  "2061" ic Red fos 10
92  "2070" ic Red fos 10
93  "1999" ic Red fos 10
94  "1809" ic Red fos 10
95  "2047" ic Red fos 10
96  "2019" ic Red fos 10
97  "1982" ic Red fos 10
98  "2037" ic Red fos 10
99  "2095" ic Red fos 10
100  "1953" ic Red fos 10
*Edges 445
1 80 1 c Black
1 33 1 c Black
1 70 1 c Black
1 87 1 c Black
1 98 1 c Black
1 20 1 c Black
1 75 1 c Black
1 49 1 c Black
1 23 1 c Black
1 41 1 c Black
2 49 1 c Black
2 62 1 c Black
2 23 1 c Black
2 89 1 c Black
3 9 1 c Black
3 7 1 c Black
3 17 1 c Black
3 62 1 c Black
3 74 1 c Black
3 12 1 c Black
4 51 1 c Black
4 72 1 c Black
4 78 1 c Black
4 10 1 c Black
4 87 1 c Black
4 44 1 c Black
4 5 1 c Black
6 73 1 c Black
6 78 1 c Black
6 95 1 c Black
6 37 1 c Black
6 23 1 c Black
6 67 1 c Black
6 53 1 c Black
7 69 1 c Black
7 75 1 c Black
8 59 1 c Black
8 44 1 c Black
8 74 1 c Black
8 41 1 c Black
9 9 1 c Black
9 8 1 c Black
9 84 1 c Black
9 91 1 c Black
9 75 1 c Black
9 17 1 c Black
9 23 1 c Black
9 12 1 c Black
10 93 1 c Black
10 8 1 c Black
10 49 1 c Black
10 67 1 c Black
11 26 1 c Black
11 80 1 c Black
11 62 1 c Black
11 12 1 c Black
11 89 1 c Black
11 13 1 c Black
14 26 1 c Black
14 78 1 c Black
14 98 1 c Black
14 37 1 c Black
14 20 1 c Black
14 75 1 c Black
14 89 1 c Black
14 5 1 c Black
14 41 1 c Black
15 40 1 c Black
15 20 1 c Black
16 18 1 c Black
16 23 1 c Black
17 36 1 c Black
17 74 1 c Black
17 67 1 c Black
18 18 1 c Black
18 89 1 c Black
19 75 1 c Black
19 74 1 c Black
19 67 1 c Black
19 41 1 c Black
21 70 1 c Black
21 37 1 c Black
21 48 1 c Black
21 25 1 c Black
21 77 1 c Black
22 42 1 c Black
22 51 1 c Black
22 6 1 c Black
22 88 1 c Black
22 3 1 c Black
22 70 1 c Black
22 82 1 c Black
22 40 1 c Black
22 2 1 c Black
22 36 1 c Black
22 52 1 c Black
22 39 1 c Black
22 13 1 c Black
23 39 1 c Black
23 12 1 c Black
24 15 1 c Black
24 30 1 c Black
24 39 1 c Black
24 99 1 c Black
25 18 1 c Black
26 45 1 c Black
26 15 1 c Black
26 7 1 c Black
26 40 1 c Black
26 66 1 c Black
26 17 1 c Black
27 98 1 c Black
27 84 1 c Black
27 16 1 c Black
27 92 1 c Black
27 52 1 c Black
27 12 1 c Black
28 47 1 c Black
28 29 1 c Black
28 72 1 c Black
28 78 1 c Black
28 24 1 c Black
28 55 1 c Black
28 40 1 c Black
28 16 1 c Black
28 19 1 c Black
28 71 1 c Black
28 52 1 c Black
28 53 1 c Black
29 51 1 c Black
29 15 1 c Black
29 55 1 c Black
29 76 1 c Black
29 91 1 c Black
29 48 1 c Black
29 67 1 c Black
29 5 1 c Black
30 61 1 c Black
31 82 1 c Black
31 87 1 c Black
31 40 1 c Black
31 69 1 c Black
31 19 1 c Black
31 23 1 c Black
31 61 1 c Black
31 12 1 c Black
31 77 1 c Black
32 66 1 c Black
32 2 1 c Black
32 19 1 c Black
32 62 1 c Black
32 61 1 c Black
33 33 1 c Black
33 8 1 c Black
33 30 1 c Black
33 17 1 c Black
33 49 1 c Black
34 55 1 c Black
34 33 1 c Black
34 27 1 c Black
34 54 1 c Black
34 7 1 c Black
35 55 1 c Black
35 33 1 c Black
35 82 1 c Black
35 50 1 c Black
35 91 1 c Black
35 48 1 c Black
35 77 1 c Black
35 89 1 c Black
35 5 1 c Black
37 71 1 c Black
37 25 1 c Black
37 62 1 c Black
37 61 1 c Black
38 93 1 c Black
38 76 1 c Black
38 84 1 c Black
38 48 1 c Black
38 89 1 c Black
39 12 1 c Black
40 85 1 c Black
42 24 1 c Black
42 15 1 c Black
42 66 1 c Black
42 91 1 c Black
42 46 1 c Black
42 37 1 c Black
42 17 1 c Black
42 52 1 c Black
42 99 1 c Black
43 41 1 c Black
44 36 1 c Black
44 23 1 c Black
44 39 1 c Black
45 90 1 c Black
45 79 1 c Black
45 81 1 c Black
45 76 1 c Black
45 8 1 c Black
45 98 1 c Black
45 16 1 c Black
45 17 1 c Black
45 67 1 c Black
45 89 1 c Black
46 46 1 c Black
46 61 1 c Black
46 89 1 c Black
47 21 1 c Black
47 51 1 c Black
47 32 1 c Black
47 79 1 c Black
47 15 1 c Black
47 93 1 c Black
47 96 1 c Black
48 48 1 c Black
48 62 1 c Black
48 23 1 c Black
48 99 1 c Black
48 13 1 c Black
50 50 1 c Black
50 19 1 c Black
50 18 1 c Black
50 61 1 c Black
51 34 1 c Black
51 26 1 c Black
51 93 1 c Black
51 69 1 c Black
51 46 1 c Black
51 74 1 c Black
52 52 1 c Black
52 43 1 c Black
54 84 1 c Black
54 37 1 c Black
54 48 1 c Black
54 61 1 c Black
54 53 1 c Black
55 69 1 c Black
55 84 1 c Black
55 16 1 c Black
55 20 1 c Black
55 17 1 c Black
55 62 1 c Black
55 23 1 c Black
55 39 1 c Black
55 41 1 c Black
56 47 1 c Black
56 97 1 c Black
56 15 1 c Black
56 27 1 c Black
56 54 1 c Black
56 7 1 c Black
56 91 1 c Black
56 2 1 c Black
56 30 1 c Black
56 23 1 c Black
56 67 1 c Black
56 53 1 c Black
57 34 1 c Black
57 78 1 c Black
57 70 1 c Black
57 84 1 c Black
57 30 1 c Black
57 67 1 c Black
57 5 1 c Black
58 14 1 c Black
58 45 1 c Black
58 3 1 c Black
58 31 1 c Black
58 10 1 c Black
58 95 1 c Black
58 36 1 c Black
59 2 1 c Black
59 48 1 c Black
59 52 1 c Black
60 55 1 c Black
60 33 1 c Black
60 84 1 c Black
60 30 1 c Black
60 48 1 c Black
60 25 1 c Black
60 74 1 c Black
60 77 1 c Black
61 53 1 c Black
62 89 1 c Black
63 66 1 c Black
63 69 1 c Black
63 20 1 c Black
63 39 1 c Black
63 12 1 c Black
64 95 1 c Black
64 91 1 c Black
64 67 1 c Black
65 11 1 c Black
65 6 1 c Black
65 72 1 c Black
65 14 1 c Black
65 100 1 c Black
65 79 1 c Black
65 76 1 c Black
65 37 1 c Black
65 19 1 c Black
66 16 1 c Black
66 48 1 c Black
66 74 1 c Black
66 43 1 c Black
68 87 1 c Black
68 17 1 c Black
68 39 1 c Black
69 49 1 c Black
70 96 1 c Black
70 7 1 c Black
70 46 1 c Black
70 49 1 c Black
70 99 1 c Black
71 18 1 c Black
71 62 1 c Black
71 39 1 c Black
71 43 1 c Black
71 89 1 c Black
72 9 1 c Black
72 50 1 c Black
72 40 1 c Black
72 20 1 c Black
72 92 1 c Black
72 85 1 c Black
73 72 1 c Black
73 90 1 c Black
73 32 1 c Black
73 100 1 c Black
73 98 1 c Black
73 16 1 c Black
73 19 1 c Black
73 17 1 c Black
73 49 1 c Black
75 25 1 c Black
75 99 1 c Black
76 33 1 c Black
76 84 1 c Black
76 13 1 c Black
77 77 1 c Black
78 55 1 c Black
