100;0;91
101;38;79
102;12;57
103;86;75
104;12;11
105;44;57
106;6;73
107;22;93
108;54;3
109;42;9
110;54;83
111;58;61
112;72;75
113;56;91
114;72;103
115;12;71
116;68;91
117;32;113
118;96;31
119;76;99
120;30;71
121;76;99
122;24;117
123;94;79
124;0;39
125;122;9
126;116;21
127;126;65
128;102;1
129;126;21
130;104;129
131;6;37
132;46;75
133;50;117
134;120;21
135;126;79
136;112;17
137;120;7
138;56;121
139;42;21
140;96;47
141;96;129
142;126;39
143;110;139
144;30;135
145;124;133
146;90;81
147;110;103
148;80;39
149;124;129
150;134;145
151;140;83
152;128;85
153;118;127
154;14;39
155;70;65
156;154;155
157;148;85
158;104;95
159;42;85
160;126;31
161;0;41
162;14;139
163;150;93
164;104;57
165;62;119
166;70;99
167;140;81
168;54;17
169;166;65
170;64;31
171;96;155
172;18;41
173;142;43
174;150;131
175;156;15
176;14;39
177;6;119
178;18;107
179;80;35
180;172;63
181;28;143
182;174;25
183;68;31
184;94;147
185;182;165
186;172;99
187;120;181
188;186;185
189;18;99
190;90;31
191;148;63
192;90;99
193;110;127
194;176;129
195;96;107
196;88;85
197;172;195
198;182;91
199;190;41
200;194;155
201;94;87
202;200;189
203;142;55
204;54;53
205;80;31
206;186;145
207;124;165
208;68;165
209;182;179
210;0;1
211;164;107
212;200;107
213;150;207
214;140;155
215;124;187
216;172;139
217;182;23
218;176;85
219;206;103
220;28;31
221;90;217
222;206;107
223;174;87
224;208;209
225;124;201
226;212;55
227;164;159
228;206;67
229;42;221
230;140;143
231;210;165
232;36;225
233;80;195
234;202;121
235;174;131
236;80;113
237;200;223
238;160;121
239;218;127
240;140;223
241;124;181
242;208;227
243;174;31
244;236;201
245;148;219
246;216;35
247;230;147
248;230;193
249;160;241
250;230;221
251;174;103
252;62;131
253;240;147
254;194;239
255;246;251
256;222;55
257;176;175
258;190;161
259;230;233
260;164;243
261;216;175
262;210;219
263;176;233
264;230;261
265;252;205
266;258;53
267;256;25
268;148;165
269;256;121
270;256;31
271;94;131
272;254;239
273;42;191
274;202;163
275;176;201
276;246;35
277;142;121
278;218;161
279;228;157
280;190;157
281;252;87
282;140;175
283;160;191
284;230;257
285;252;131
286;244;265
287;260;53
288;256;287
289;176;119
290;246;69
291;256;233
292;142;231
293;270;253
294;124;265
295;272;283
296;284;31
297;202;255
298;142;239
299;284;285
300;264;231
301;238;227
302;288;273
303;270;239
304;294;203
305;288;205
306;298;195
307;176;195
308;264;271
309;272;227
310;304;267
311;142;285
312;272;203
313;256;271
314;286;251
315;80;187
316;282;201
317;314;227
318;306;231
319;310;251
320;306;253
321;248;175
322;278;55
323;286;275
324;284;287
325;268;265
326;314;1
327;308;203
328;320;211
329;286;295
330;306;211
331;330;145
332;268;175
333;176;313
334;324;91
335;302;227
336;334;289
337;148;107
338;256;301
339;328;179
340;176;313
341;324;1
342;288;279
343;208;285
344;230;329
345;288;327
346;80;35
347;324;331
348;322;347
349;264;343
350;322;345
351;238;333
352;222;309
353;304;203
354;340;339
355;338;203
356;222;333
357;322;245
358;342;113
359;352;161
360;342;349
361;236;317
362;306;225
363;344;357
364;312;323
365;256;333
366;356;35
367;256;245
368;364;313
369;364;253
370;356;145
371;286;1
372;306;367
373;238;365
374;268;285
375;366;107
376;264;223
377;346;35
378;288;211
379;370;339
380;370;239
381;368;267
382;310;381
383;368;297
384;372;289
385;364;333
386;348;337
387;264;297
388;348;353
389;306;297
390;376;255
391;314;157
392;268;301
393;388;297
394;350;317
395;392;253
396;384;239
397;306;393
398;372;227
399;394;253
400;380;291
401;142;253
402;328;277
403;312;385
404;402;395
405;142;329
406;314;293
407;306;131
408;236;265
409;374;393
410;336;391
411;308;379
412;348;365
413;340;225
414;348;389
415;406;265
416;312;277
417;402;403
418;414;415
419;404;291
420;330;261
421;364;333
422;376;279
423;414;333
424;306;301
425;384;145
426;424;353
427;366;339
428;392;245
429;380;401
430;386;415
431;424;245
432;310;425
433;236;297
434;418;357
435;392;417
436;414;333
437;336;339
438;376;431
439;436;285
440;400;379
441;370;333
442;374;211
443;288;277
444;218;429
445;428;313
446;436;393
447;308;369
448;430;405
449;148;435
450;236;275
451;312;387
452;408;429
453;440;389
454;440;317
455;374;367
456;352;437
457;366;439
458;312;413
459;350;265
460;440;423
461;408;449
462;418;323
463;244;145
464;370;395
465;436;429
466;306;313
467;308;463
468;418;437
469;418;131
470;408;469
471;306;285
472;452;373
473;430;275
474;236;473
475;418;339
476;386;261
477;474;279
478;472;285
479;404;279
480;406;331
481;428;461
482;288;285
483;480;293
484;414;145
485;462;373
486;416;313
