*Vertices 100
1  "1953" ic Red fos 10
2  "2070" ic Red fos 10
3  "1837" ic Red fos 10
4  "2042" ic Red fos 10
5  "1943" ic Red fos 10
6  "2065" ic Red fos 10
7  "1880" ic Red fos 10
8  "1930" ic Red fos 10
9  "2035" ic Red fos 10
10  "1902" ic Red fos 10
11  "1839" ic Red fos 10
12  "2025" ic Red fos 10
13  "2073" ic Red fos 10
14  "2094" ic Red fos 10
15  "2021" ic Red fos 10
16  "2096" ic Red fos 10
17  "2015" ic Red fos 10
18  "2071" ic Red fos 10
19  "2001" ic Red fos 10
20  "2022" ic Red fos 10
21  "2082" ic Red fos 10
22  "2027" ic Red fos 10
23  "2017" ic Red fos 10
24  "1996" ic Red fos 10
25  "1817" ic Red fos 10
26  "1911" ic Red fos 10
27  "1987" ic Red fos 10
28  "1967" ic Red fos 10
29  "2008" ic Red fos 10
30  "2067" ic Red fos 10
31  "1998" ic Red fos 10
32  "2062" ic Red fos 10
33  "2076" ic Red fos 10
34  "2086" ic Red fos 10
35  "2019" ic Red fos 10
36  "2079" ic Red fos 10
37  "1918" ic Red fos 10
38  "2032" ic Red fos 10
39  "2075" ic Red fos 10
40  "1842" ic Red fos 10
41  "2087" ic Red fos 10
42  "1981" ic Red fos 10
43  "2014" ic Red fos 10
44  "1894" ic Red fos 10
45  "2088" ic Red fos 10
46  "2047" ic Red fos 10
47  "1801" ic Red fos 10
48  "2046" ic Red fos 10
49  "2061" ic Red fos 10
50  "1957" ic Red fos 10
51  "2009" ic Red fos 10
52  "1905" ic Red fos 10
53  "1965" ic Red fos 10
54  "2036" ic Red fos 10
55  "1919" ic Red fos 10
56  "1796" ic Red fos 10
57  "1974" ic Red fos 10
58  "2045" ic Red fos 10
59  "2099" ic Red fos 10
60  "1945" ic Red fos 10
61  "2091" ic Red fos 10
62  "1920" ic Red fos 10
63  "1867" ic Red fos 10
64  "1814" ic Red fos 10
65  "2080" ic Red fos 10
66  "2083" ic Red fos 10
67  "1927" ic Red fos 10
68  "1923" ic Red fos 10
69  "1997" ic Red fos 10
70  "2081" ic Red fos 10
71  "2066" ic Red fos 10
72  "2097" ic Red fos 10
73  "2005" ic Red fos 10
74  "1800" ic Red fos 10
75  "1828" ic Red fos 10
76  "2059" ic Red fos 10
77  "2037" ic Red fos 10
78  "1881" ic Red fos 10
79  "2074" ic Red fos 10
80  "2095" ic Red fos 10
81  "1812" ic Red fos 10
82  "2034" ic Red fos 10
83  "2041" ic Red fos 10
84  "2084" ic Red fos 10
85  "2012" ic Red fos 10
86  "2063" ic Red fos 10
87  "2064" ic Red fos 10
88  "2090" ic Red fos 10
89  "2053" ic Red fos 10
90  "2043" ic Red fos 10
91  "1976" ic Red fos 10
92  "2013" ic Red fos 10
93  "1937" ic Red fos 10
94  "2098" ic Red fos 10
95  "2089" ic Red fos 10
96  "1848" ic Red fos 10
97  "2093" ic Red fos 10
98  "2085" ic Red fos 10
99  "2049" ic Red fos 10
100  "1876" ic Red fos 10
*Edges 480
1 42 1 c Black
1 29 1 c Black
1 35 1 c Black
1 71 1 c Black
1 2 1 c Black
1 36 1 c Black
1 70 1 c Black
1 34 1 c Black
1 94 1 c Black
2 2 1 c Black
2 70 1 c Black
2 97 1 c Black
3 10 1 c Black
3 26 1 c Black
3 32 1 c Black
3 65 1 c Black
3 21 1 c Black
3 16 1 c Black
3 59 1 c Black
4 36 1 c Black
4 95 1 c Black
4 94 1 c Black
5 85 1 c Black
5 38 1 c Black
5 77 1 c Black
5 4 1 c Black
5 46 1 c Black
5 87 1 c Black
5 66 1 c Black
5 16 1 c Black
6 6 1 c Black
6 84 1 c Black
6 88 1 c Black
6 72 1 c Black
7 55 1 c Black
7 68 1 c Black
7 42 1 c Black
7 86 1 c Black
7 13 1 c Black
7 79 1 c Black
7 14 1 c Black
8 69 1 c Black
8 29 1 c Black
8 23 1 c Black
8 35 1 c Black
8 38 1 c Black
9 46 1 c Black
9 71 1 c Black
9 79 1 c Black
9 21 1 c Black
10 1 1 c Black
10 53 1 c Black
10 20 1 c Black
10 86 1 c Black
10 41 1 c Black
10 95 1 c Black
10 88 1 c Black
11 44 1 c Black
11 93 1 c Black
11 60 1 c Black
11 69 1 c Black
11 31 1 c Black
11 51 1 c Black
11 22 1 c Black
11 83 1 c Black
11 13 1 c Black
11 39 1 c Black
11 84 1 c Black
11 41 1 c Black
11 45 1 c Black
12 90 1 c Black
12 48 1 c Black
12 76 1 c Black
12 70 1 c Black
12 16 1 c Black
13 97 1 c Black
14 94 1 c Black
15 9 1 c Black
15 32 1 c Black
15 87 1 c Black
15 30 1 c Black
15 98 1 c Black
15 41 1 c Black
15 80 1 c Black
16 94 1 c Black
17 54 1 c Black
17 46 1 c Black
17 76 1 c Black
17 36 1 c Black
17 41 1 c Black
17 59 1 c Black
18 21 1 c Black
18 88 1 c Black
18 61 1 c Black
19 22 1 c Black
19 99 1 c Black
19 33 1 c Black
19 59 1 c Black
20 82 1 c Black
20 48 1 c Black
20 86 1 c Black
20 59 1 c Black
21 97 1 c Black
21 59 1 c Black
22 38 1 c Black
22 79 1 c Black
23 13 1 c Black
24 92 1 c Black
24 82 1 c Black
24 48 1 c Black
24 49 1 c Black
24 79 1 c Black
24 61 1 c Black
24 59 1 c Black
25 91 1 c Black
25 71 1 c Black
25 65 1 c Black
26 26 1 c Black
26 57 1 c Black
26 29 1 c Black
26 85 1 c Black
26 22 1 c Black
26 71 1 c Black
26 34 1 c Black
26 97 1 c Black
27 85 1 c Black
27 17 1 c Black
27 35 1 c Black
27 90 1 c Black
27 49 1 c Black
27 71 1 c Black
27 18 1 c Black
27 65 1 c Black
27 34 1 c Black
28 28 1 c Black
28 73 1 c Black
28 35 1 c Black
28 77 1 c Black
28 16 1 c Black
29 29 1 c Black
29 35 1 c Black
29 22 1 c Black
29 54 1 c Black
29 2 1 c Black
29 98 1 c Black
30 30 1 c Black
30 70 1 c Black
31 58 1 c Black
31 99 1 c Black
31 89 1 c Black
31 86 1 c Black
31 30 1 c Black
31 45 1 c Black
31 97 1 c Black
31 14 1 c Black
32 61 1 c Black
33 33 1 c Black
33 21 1 c Black
33 97 1 c Black
33 16 1 c Black
35 22 1 c Black
35 86 1 c Black
35 6 1 c Black
35 2 1 c Black
35 18 1 c Black
35 39 1 c Black
35 21 1 c Black
35 16 1 c Black
36 70 1 c Black
36 98 1 c Black
36 61 1 c Black
36 80 1 c Black
37 5 1 c Black
37 12 1 c Black
37 9 1 c Black
37 58 1 c Black
37 2 1 c Black
37 13 1 c Black
37 61 1 c Black
38 99 1 c Black
38 87 1 c Black
38 36 1 c Black
38 41 1 c Black
39 39 1 c Black
39 98 1 c Black
39 34 1 c Black
39 80 1 c Black
40 40 1 c Black
40 78 1 c Black
40 10 1 c Black
40 52 1 c Black
40 67 1 c Black
40 23 1 c Black
40 15 1 c Black
40 12 1 c Black
40 58 1 c Black
40 76 1 c Black
40 32 1 c Black
40 65 1 c Black
40 80 1 c Black
40 16 1 c Black
41 95 1 c Black
41 72 1 c Black
42 27 1 c Black
42 31 1 c Black
42 89 1 c Black
42 86 1 c Black
42 33 1 c Black
42 36 1 c Black
42 72 1 c Black
43 23 1 c Black
43 12 1 c Black
43 21 1 c Black
44 26 1 c Black
44 73 1 c Black
44 51 1 c Black
44 15 1 c Black
44 12 1 c Black
44 9 1 c Black
44 2 1 c Black
44 33 1 c Black
44 88 1 c Black
44 16 1 c Black
46 99 1 c Black
46 49 1 c Black
46 79 1 c Black
47 47 1 c Black
47 75 1 c Black
47 3 1 c Black
47 40 1 c Black
47 55 1 c Black
47 68 1 c Black
47 43 1 c Black
47 23 1 c Black
47 83 1 c Black
47 90 1 c Black
47 76 1 c Black
47 34 1 c Black
48 32 1 c Black
48 87 1 c Black
48 18 1 c Black
48 79 1 c Black
48 59 1 c Black
49 71 1 c Black
49 70 1 c Black
49 45 1 c Black
50 85 1 c Black
50 54 1 c Black
50 98 1 c Black
